Entry	Entry name	Gene names	Status
P04439	1A03_HUMAN	HLA-A HLAA	reviewed
P01889	1B07_HUMAN	HLA-B HLAB	reviewed
P30464	1B15_HUMAN	HLA-B HLAB	reviewed
P30685	1B35_HUMAN	HLA-B HLAB	reviewed
Q95365	1B38_HUMAN	HLA-B HLAB	reviewed
Q04826	1B40_HUMAN	HLA-B HLAB	reviewed
P30484	1B46_HUMAN	HLA-B HLAB	reviewed
P30492	1B54_HUMAN	HLA-B HLAB	reviewed
P30493	1B55_HUMAN	HLA-B HLAB CDABP0067	reviewed
P18465	1B57_HUMAN	HLA-B HLAB	reviewed
Q29836	1B67_HUMAN	HLA-B HLAB	reviewed
Q31610	1B81_HUMAN	HLA-B HLAB	reviewed
P30499	1C01_HUMAN	HLA-C HLAC	reviewed
Q29865	1C18_HUMAN	HLA-C HLAC	reviewed
P29274	AA2AR_HUMAN	ADORA2A ADORA2	reviewed
P30443	1A01_HUMAN	HLA-A HLAA	reviewed
P01892	1A02_HUMAN	HLA-A HLAA	reviewed
P13746	1A11_HUMAN	HLA-A HLAA	reviewed
P30447	1A23_HUMAN	HLA-A HLAA	reviewed
P18462	1A25_HUMAN	HLA-A HLAA	reviewed
P16190	1A33_HUMAN	HLA-A HLAA	reviewed
P30455	1A36_HUMAN	HLA-A HLAA	reviewed
P30457	1A66_HUMAN	HLA-A HLAA	reviewed
P01891	1A68_HUMAN	HLA-A HLAA	reviewed
P30460	1B08_HUMAN	HLA-B HLAB	reviewed
P30480	1B42_HUMAN	HLA-B HLAB	reviewed
P30483	1B45_HUMAN	HLA-B HLAB	reviewed
Q29940	1B59_HUMAN	HLA-B HLAB	reviewed
P30498	1B78_HUMAN	HLA-B HLAB	reviewed
Q9TNN7	1C05_HUMAN	HLA-C HLAC	reviewed
Q29963	1C06_HUMAN	HLA-C HLAC	reviewed
P30505	1C08_HUMAN	HLA-C HLAC	reviewed
P30510	1C14_HUMAN	HLA-C HLAC	reviewed
Q95604	1C17_HUMAN	HLA-C D6S204 HLA-JY3 HLAC	reviewed
P13760	2B14_HUMAN	HLA-DRB1	reviewed
P20039	2B1B_HUMAN	HLA-DRB1	reviewed
P01911	2B1F_HUMAN	HLA-DRB1 HLA-DRB2	reviewed
Q13541	4EBP1_HUMAN	EIF4EBP1	reviewed
P05067	A4_HUMAN	APP A4 AD1	reviewed
P30450	1A26_HUMAN	HLA-A HLAA	reviewed
P16188	1A30_HUMAN	HLA-A HLAA	reviewed
P10314	1A32_HUMAN	HLA-A HLAA	reviewed
P30456	1A43_HUMAN	HLA-A HLAA	reviewed
P10316	1A69_HUMAN	HLA-A HLAA	reviewed
P30461	1B13_HUMAN	HLA-B HLAB	reviewed
P30485	1B47_HUMAN	HLA-B HLAB	reviewed
P30487	1B49_HUMAN	HLA-B HLAB	reviewed
P18464	1B51_HUMAN	HLA-B HLAB	reviewed
P30490	1B52_HUMAN	HLA-B HLAB	reviewed
P10319	1B58_HUMAN	HLA-B HLAB	reviewed
Q31612	1B73_HUMAN	HLA-B HLAB	reviewed
Q29718	1B82_HUMAN	HLA-B HLAB	reviewed
P30504	1C04_HUMAN	HLA-C HLAC	reviewed
P10321	1C07_HUMAN	HLA-C HLAC	reviewed
P30508	1C12_HUMAN	HLA-C HLAC	reviewed
Q29960	1C16_HUMAN	HLA-C HLAC	reviewed
Q29974	2B1G_HUMAN	HLA-DRB1	reviewed
Q9TQE0	2B19_HUMAN	HLA-DRB1	reviewed
P42684	ABL2_HUMAN	ABL2 ABLL ARG	reviewed
Q9UKV3	ACINU_HUMAN	ACIN1 ACINUS KIAA0670	reviewed
Q07912	ACK1_HUMAN	TNK2 ACK1	reviewed
Q99798	ACON_HUMAN	ACO2	reviewed
P05534	1A24_HUMAN	HLA-A HLAA	reviewed
P30512	1A29_HUMAN	HLA-A HLAA	reviewed
P16189	1A31_HUMAN	HLA-A HLAA	reviewed
P30453	1A34_HUMAN	HLA-A HLAA	reviewed
P30459	1A74_HUMAN	HLA-A HLAA	reviewed
P30462	1B14_HUMAN	HLA-B HLAB	reviewed
P30466	1B18_HUMAN	HLA-B HLAB	reviewed
P03989	1B27_HUMAN	HLA-B HLAB	reviewed
P18463	1B37_HUMAN	HLA-B HLAB	reviewed
P30475	1B39_HUMAN	HLA-B HLAB	reviewed
P30479	1B41_HUMAN	HLA-B HLAB	reviewed
P30481	1B44_HUMAN	HLA-B HLAB	reviewed
P30486	1B48_HUMAN	HLA-B HLAB	reviewed
P30488	1B50_HUMAN	HLA-B HLAB	reviewed
P30491	1B53_HUMAN	HLA-B HLAB	reviewed
P30495	1B56_HUMAN	HLA-B HLAB	reviewed
P30501	1C02_HUMAN	HLA-C HLAC	reviewed
P04222	1C03_HUMAN	HLA-C HLAC	reviewed
Q07000	1C15_HUMAN	HLA-C HLAC	reviewed
Q30134	2B18_HUMAN	HLA-DRB1	reviewed
P54646	AAPK2_HUMAN	PRKAA2 AMPK AMPK2	reviewed
Q9HC16	ABC3G_HUMAN	APOBEC3G MDS019	reviewed
Q8NE71	ABCF1_HUMAN	ABCF1 ABC50	reviewed
P08195	4F2_HUMAN	SLC3A2 MDU1	reviewed
P08908	5HT1A_HUMAN	HTR1A ADRB2RL1 ADRBRL1	reviewed
P00519	ABL1_HUMAN	ABL1 ABL JTK7	reviewed
P25106	ACKR3_HUMAN	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	reviewed
P04229	2B11_HUMAN	HLA-DRB1	reviewed
Q30167	2B1A_HUMAN	HLA-DRB1	reviewed
Q5Y7A7	2B1D_HUMAN	HLA-DRB1	reviewed
P49748	ACADV_HUMAN	ACADVL VLCAD	reviewed
Q6IQ32	ADNP2_HUMAN	ADNP2 KIAA0863 ZNF508	reviewed
P31947	1433S_HUMAN	SFN HME1	reviewed
Q09160	1A80_HUMAN	HLA-A HLAA	reviewed
P01912	2B13_HUMAN	HLA-DRB1	reviewed
P13761	2B17_HUMAN	HLA-DRB1	reviewed
Q95IE3	2B1C_HUMAN	HLA-DRB1	reviewed
Q9GIY3	2B1E_HUMAN	HLA-DRB1	reviewed
Q13131	AAPK1_HUMAN	PRKAA1 AMPK1	reviewed
O60266	ADCY3_HUMAN	ADCY3 KIAA0511	reviewed
P53396	ACLY_HUMAN	ACLY	reviewed
Q16186	ADRM1_HUMAN	ADRM1 GP110	reviewed
P42568	AF9_HUMAN	MLLT3 AF9 YEATS3	reviewed
P35609	ACTN2_HUMAN	ACTN2	reviewed
O43707	ACTN4_HUMAN	ACTN4	reviewed
P07550	ADRB2_HUMAN	ADRB2 ADRB2R B2AR	reviewed
Q08117	AES_HUMAN	AES GRG GRG5	reviewed
P60709	ACTB_HUMAN	ACTB	reviewed
Q9H2P0	ADNP_HUMAN	ADNP ADNP1 KIAA0784	reviewed
O95831	AIFM1_HUMAN	AIFM1 AIF PDCD8	reviewed
Q02040	AK17A_HUMAN	AKAP17A CXYorf3 DXYS155E SFRS17A XE7	reviewed
P31749	AKT1_HUMAN	AKT1 PKB RAC	reviewed
P36896	ACV1B_HUMAN	ACVR1B ACVRLK4 ALK4	reviewed
Q13015	AF1Q_HUMAN	MLLT11 AF1Q	reviewed
A9YTQ3	AHRR_HUMAN	AHRR BHLHE77 KIAA1234	reviewed
Q96K21	ANCHR_HUMAN	ZFYVE19 ANCHR MPFYVE	reviewed
Q8IVF2	AHNK2_HUMAN	AHNAK2 C14orf78 KIAA2019	reviewed
Q09666	AHNK_HUMAN	AHNAK PM227	reviewed
Q9GZX7	AICDA_HUMAN	AICDA AID	reviewed
Q12904	AIMP1_HUMAN	AIMP1 EMAP2 SCYE1	reviewed
P07355	ANXA2_HUMAN	ANXA2 ANX2 ANX2L4 CAL1H LPC2D	reviewed
Q92754	AP2C_HUMAN	TFAP2C	reviewed
Q9UEY8	ADDG_HUMAN	ADD3 ADDL	reviewed
P55197	AF10_HUMAN	MLLT10 AF10	reviewed
P31751	AKT2_HUMAN	AKT2	reviewed
P04075	ALDOA_HUMAN	ALDOA ALDA	reviewed
P27695	APEX1_HUMAN	APEX1 APE APE1 APEX APX HAP1 REF1	reviewed
Q9Y653	AGRG1_HUMAN	ADGRG1 GPR56 TM7LN4 TM7XN1 UNQ540/PRO1083	reviewed
O95433	AHSA1_HUMAN	AHSA1 C14orf3 HSPC322	reviewed
Q9Y2D5	AKAP2_HUMAN	AKAP2 KIAA0920 PRKA2	reviewed
Q8IZ07	AN13A_HUMAN	ANKRD13A ANKRD13	reviewed
Q12955	ANK3_HUMAN	ANK3	reviewed
Q13155	AIMP2_HUMAN	AIMP2 JTV1 PRO0992	reviewed
Q02952	AKA12_HUMAN	AKAP12 AKAP250	reviewed
Q9Y243	AKT3_HUMAN	AKT3 PKBG	reviewed
Q8IY63	AMOL1_HUMAN	AMOTL1	reviewed
Q92481	AP2B_HUMAN	TFAP2B	reviewed
P25054	APC_HUMAN	APC DP2.5	reviewed
P35626	ARBK2_HUMAN	ADRBK2 BARK2 GRK3	reviewed
Q4VCS5	AMOT_HUMAN	AMOT KIAA1071	reviewed
P10275	ANDR_HUMAN	AR DHTR NR3C4	reviewed
P09525	ANXA4_HUMAN	ANXA4 ANX4	reviewed
P08758	ANXA5_HUMAN	ANXA5 ANX5 ENX2 PP4	reviewed
P05549	AP2A_HUMAN	TFAP2A AP2TF TFAP2	reviewed
Q9NYG5	APC11_HUMAN	ANAPC11 HSPC214	reviewed
Q3SXY8	AR13B_HUMAN	ARL13B ARL2L1	reviewed
Q9NQW6	ANLN_HUMAN	ANLN	reviewed
P04083	ANXA1_HUMAN	ANXA1 ANX1 LPC1	reviewed
O95376	ARI2_HUMAN	ARIH2 ARI2 TRIAD1 HT005	reviewed
Q4LE39	ARI4B_HUMAN	ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180	reviewed
Q14865	ARI5B_HUMAN	ARID5B DESRT MRF2	reviewed
Q9Y2G4	ANKR6_HUMAN	ANKRD6 KIAA0957	reviewed
Q9Y4B4	ARIP4_HUMAN	RAD54L2 ARIP4 KIAA0809	reviewed
P36404	ARL2_HUMAN	ARL2	reviewed
P49407	ARRB1_HUMAN	ARRB1 ARR1	reviewed
Q8N726	ARF_HUMAN	CDKN2A CDKN2 MLM	reviewed
O15085	ARHGB_HUMAN	ARHGEF11 KIAA0380	reviewed
O94989	ARHGF_HUMAN	ARHGEF15 KIAA0915	reviewed
Q99856	ARI3A_HUMAN	ARID3A DRIL1 DRIL3 DRX E2FBP1	reviewed
O15033	AREL1_HUMAN	AREL1 KIAA0317	reviewed
P29374	ARI4A_HUMAN	ARID4A RBBP1 RBP1	reviewed
P18848	ATF4_HUMAN	ATF4 CREB2 TXREB	reviewed
P32121	ARRB2_HUMAN	ARRB2 ARB2 ARR2	reviewed
P17544	ATF7_HUMAN	ATF7 ATFA	reviewed
Q9NR48	ASH1L_HUMAN	ASH1L KIAA1420 KMT2H	reviewed
Q86WG3	ATCAY_HUMAN	ATCAY KIAA1872	reviewed
Q9NT62	ATG3_HUMAN	ATG3 APG3 APG3L	reviewed
O15511	ARPC5_HUMAN	ARPC5 ARC16	reviewed
Q8NBU5	ATAD1_HUMAN	ATAD1 FNP001	reviewed
Q9NR71	ASAH2_HUMAN	ASAH2 HNAC1	reviewed
P16615	AT2A2_HUMAN	ATP2A2 ATP2B	reviewed
Q9H1Y0	ATG5_HUMAN	ATG5 APG5L ASP	reviewed
P30049	ATPD_HUMAN	ATP5D	reviewed
Q8WXE1	ATRIP_HUMAN	ATRIP AGS1	reviewed
P46100	ATRX_HUMAN	ATRX RAD54L XH2	reviewed
O14977	AZIN1_HUMAN	AZIN1 OAZI OAZIN	reviewed
Q96A70	AZIN2_HUMAN	AZIN2 ADC KIAA1945 ODCP	reviewed
Q99933	BAG1_HUMAN	BAG1 HAP	reviewed
Q9Y2D1	ATF5_HUMAN	ATF5 ATFX	reviewed
P54253	ATX1_HUMAN	ATXN1 ATX1 SCA1	reviewed
O14965	AURKA_HUMAN	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	reviewed
O95817	BAG3_HUMAN	BAG3 BIS	reviewed
Q8NFC6	BD1L1_HUMAN	BOD1L1 BOD1L FAM44A KIAA1327	reviewed
O15265	ATX7_HUMAN	ATXN7 SCA7	reviewed
O15169	AXIN1_HUMAN	AXIN1 AXIN	reviewed
O43521	B2L11_HUMAN	BCL2L11 BIM	reviewed
Q9H6U6	BCAS3_HUMAN	BCAS3	reviewed
P41182	BCL6_HUMAN	BCL6 BCL5 LAZ3 ZBTB27 ZNF51	reviewed
Q14457	BECN1_HUMAN	BECN1 GT197	reviewed
Q9HBH7	BEX1_HUMAN	BEX1	reviewed
Q00994	BEX3_HUMAN	BEX3 DXS6984E NADE NGFRAP1	reviewed
Q9UIF9	BAZ2A_HUMAN	BAZ2A KIAA0314 TIP5	reviewed
Q9C0K0	BC11B_HUMAN	BCL11B CTIP2 RIT1	reviewed
P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	reviewed
P54252	ATX3_HUMAN	ATXN3 ATX3 MJD MJD1 SCA3	reviewed
Q5T5X7	BEND3_HUMAN	BEND3 KIAA1553	reviewed
Q9C0J9	BHE41_HUMAN	BHLHE41 BHLHB3 DEC2 SHARP1	reviewed
O15392	BIRC5_HUMAN	BIRC5 API4 IAP4	reviewed
Q14692	BMS1_HUMAN	BMS1 BMS1L KIAA0187	reviewed
Q9Y2T1	AXIN2_HUMAN	AXIN2	reviewed
Q92560	BAP1_HUMAN	BAP1 KIAA0272 hucep-6	reviewed
Q4VC05	BCL7A_HUMAN	BCL7A	reviewed
Q9NYF8	BCLF1_HUMAN	BCLAF1 BTF KIAA0164	reviewed
