Entry	Entry name	Gene names	Status
Q9UKV3	ACINU_HUMAN	ACIN1 ACINUS KIAA0670	reviewed
P62736	ACTA_HUMAN	ACTA2 ACTSA ACTVS GIG46	reviewed
Q9BYX7	ACTBM_HUMAN	POTEKP ACTBL3 FKSG30	reviewed
P68032	ACTC_HUMAN	ACTC1 ACTC	reviewed
P63261	ACTG_HUMAN	ACTG1 ACTG	reviewed
Q9H0C2	ADT4_HUMAN	SLC25A31 AAC4 ANT4 SFEC	reviewed
P05141	ADT2_HUMAN	SLC25A5 ANT2	reviewed
P60709	ACTB_HUMAN	ACTB	reviewed
P68133	ACTS_HUMAN	ACTA1 ACTA	reviewed
P48448	AL3B2_HUMAN	ALDH3B2 ALDH8	reviewed
P43353	AL3B1_HUMAN	ALDH3B1 ALDH7	reviewed
Q96LA8	ANM6_HUMAN	PRMT6 HRMT1L6	reviewed
Q9NR22	ANM8_HUMAN	PRMT8 HRMT1L3 HRMT1L4	reviewed
Q14865	ARI5B_HUMAN	ARID5B DESRT MRF2	reviewed
Q9H993	ARMT1_HUMAN	ARMT1 C6orf211	reviewed
Q9UBL0	ARP21_HUMAN	ARPP21 TARPP	reviewed
Q9UBL3	ASH2L_HUMAN	ASH2L ASH2L1	reviewed
Q8WWM7	ATX2L_HUMAN	ATXN2L A2D A2LG A2LP A2RP	reviewed
Q92934	BAD_HUMAN	BAD BBC6 BCL2L8	reviewed
Q5VW32	BROX_HUMAN	BROX BROFTI C1orf58	reviewed
P15056	BRAF_HUMAN	BRAF BRAF1 RAFB1	reviewed
P62158	CALM_HUMAN	CALM1 CALM CAM CAM1; CALM2 CAM2 CAMB; CALM3 CALML2 CAM3 CAMC CAMIII	reviewed
Q86X55	CARM1_HUMAN	CARM1 PRMT4	reviewed
Q92793	CBP_HUMAN	CREBBP CBP	reviewed
Q9Y232	CDYL1_HUMAN	CDYL CDYL1	reviewed
P11912	CD79A_HUMAN	CD79A IGA MB1	reviewed
P60953	CDC42_HUMAN	CDC42	reviewed
Q02224	CENPE_HUMAN	CENPE	reviewed
P49454	CENPF_HUMAN	CENPF	reviewed
Q9Y3Y2	CHTOP_HUMAN	CHTOP C1orf77 FOP HT031 PP7704	reviewed
O75390	CISY_HUMAN	CS	reviewed
P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	reviewed
P07199	CENPB_HUMAN	CENPB	reviewed
Q13286	CLN3_HUMAN	CLN3 BTS	reviewed
P62633	CNBP_HUMAN	CNBP RNF163 ZNF9	reviewed
P09543	CN37_HUMAN	CNP	reviewed
Q7Z7G2	CPLX4_HUMAN	CPLX4	reviewed
Q8WVH0	CPLX3_HUMAN	CPLX3 Nbla11589	reviewed
P05813	CRBA1_HUMAN	CRYBA1 CRYB1	reviewed
P07315	CRGC_HUMAN	CRYGC CRYG3	reviewed
Q53ET0	CRTC2_HUMAN	CRTC2 TORC2	reviewed
O15255	CXX1_HUMAN	FAM127A CXX1 MAR8 MAR8C MART8 hucep-5	reviewed
Q5TAQ9	DCAF8_HUMAN	DCAF8 H326 WDR42A	reviewed
O95661	DIRA3_HUMAN	DIRAS3 ARHI NOEY2 RHOI	reviewed
Q96HU8	DIRA2_HUMAN	DIRAS2	reviewed
O60884	DNJA2_HUMAN	DNAJA2 CPR3 HIRIP4	reviewed
Q8WW22	DNJA4_HUMAN	DNAJA4	reviewed
Q08211	DHX9_HUMAN	DHX9 DDX9 LKP NDH2	reviewed
O95057	DIRA1_HUMAN	DIRAS1 GBTS1 RIG	reviewed
P31689	DNJA1_HUMAN	DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4	reviewed
Q96EY1	DNJA3_HUMAN	DNAJA3 HCA57 TID1	reviewed
Q92997	DVL3_HUMAN	DVL3 KIAA0208	reviewed
P26358	DNMT1_HUMAN	DNMT1 AIM CXXC9 DNMT	reviewed
O14641	DVL2_HUMAN	DVL2	reviewed
P06746	DPOLB_HUMAN	POLB	reviewed
O75530	EED_HUMAN	EED	reviewed
P68104	EF1A1_HUMAN	EEF1A1 EEF1A EF1A LENG7	reviewed
Q05639	EF1A2_HUMAN	EEF1A2 EEF1AL STN	reviewed
P13639	EF2_HUMAN	EEF2 EF2	reviewed
Q15717	ELAV1_HUMAN	ELAVL1 HUR	reviewed
P26378	ELAV4_HUMAN	ELAVL4 HUD PNEM	reviewed
Q5VTE0	EF1A3_HUMAN	EEF1A1P5 EEF1AL3	reviewed
Q09472	EP300_HUMAN	EP300 P300	reviewed
P00533	EGFR_HUMAN	EGFR ERBB ERBB1 HER1	reviewed
Q96KQ7	EHMT2_HUMAN	EHMT2 BAT8 C6orf30 G9A KMT1C NG36	reviewed
P38117	ETFB_HUMAN	ETFB FP585	reviewed
Q03468	ERCC6_HUMAN	ERCC6 CSB	reviewed
P22087	FBRL_HUMAN	FBL FIB1 FLRN	reviewed
P03372	ESR1_HUMAN	ESR1 ESR NR3A1	reviewed
Q01844	EWS_HUMAN	EWSR1 EWS	reviewed
P09038	FGF2_HUMAN	FGF2 FGFB	reviewed
P49326	FMO5_HUMAN	FMO5	reviewed
P39748	FEN1_HUMAN	FEN1 RAD2	reviewed
O43524	FOXO3_HUMAN	FOXO3 FKHRL1 FOXO3A	reviewed
P04406	G3P_HUMAN	GAPDH GAPD CDABP0047 OK/SW-cl.12	reviewed
P43694	GATA4_HUMAN	GATA4	reviewed
Q06787	FMR1_HUMAN	FMR1	reviewed
P35637	FUS_HUMAN	FUS TLS	reviewed
P61952	GBG11_HUMAN	GNG11 GNGT11	reviewed
Q9P2W3	GBG13_HUMAN	GNG13	reviewed
P63218	GBG5_HUMAN	GNG5 GNGT5	reviewed
Q12778	FOXO1_HUMAN	FOXO1 FKHR FOXO1A	reviewed
Q9UBI6	GBG12_HUMAN	GNG12	reviewed
P59768	GBG2_HUMAN	GNG2	reviewed
Q9UK08	GBG8_HUMAN	GNG8 GNG9 GNGT9	reviewed
Q13283	G3BP1_HUMAN	G3BP1 G3BP	reviewed
O60262	GBG7_HUMAN	GNG7 GNGT7	reviewed
P32455	GBP1_HUMAN	GBP1	reviewed
Q96PP8	GBP5_HUMAN	GBP5 UNQ2427/PRO4987	reviewed
P63211	GBG1_HUMAN	GNGT1	reviewed
O14610	GBGT2_HUMAN	GNGT2 GNG8 GNG9 GNGT8	reviewed
P50151	GBG10_HUMAN	GNG10 GNGT10	reviewed
P50150	GBG4_HUMAN	GNG4 GNGT4	reviewed
P32456	GBP2_HUMAN	GBP2	reviewed
Q5VTD9	GFI1B_HUMAN	GFI1B	reviewed
P63215	GBG3_HUMAN	GNG3 GNGT3	reviewed
Q08379	GOGA2_HUMAN	GOLGA2	reviewed
Q8TBA6	GOGA5_HUMAN	GOLGA5 RETII RFG5 PIG31	reviewed
