Entry	Entry name	Gene names	Status
P04439	1A03_HUMAN	HLA-A HLAA	reviewed
P01889	1B07_HUMAN	HLA-B HLAB	reviewed
P30464	1B15_HUMAN	HLA-B HLAB	reviewed
P30685	1B35_HUMAN	HLA-B HLAB	reviewed
Q95365	1B38_HUMAN	HLA-B HLAB	reviewed
Q04826	1B40_HUMAN	HLA-B HLAB	reviewed
P30484	1B46_HUMAN	HLA-B HLAB	reviewed
P30492	1B54_HUMAN	HLA-B HLAB	reviewed
P30493	1B55_HUMAN	HLA-B HLAB CDABP0067	reviewed
P18465	1B57_HUMAN	HLA-B HLAB	reviewed
Q29836	1B67_HUMAN	HLA-B HLAB	reviewed
Q31610	1B81_HUMAN	HLA-B HLAB	reviewed
P30499	1C01_HUMAN	HLA-C HLAC	reviewed
Q29865	1C18_HUMAN	HLA-C HLAC	reviewed
P28566	5HT1E_HUMAN	HTR1E	reviewed
P29274	AA2AR_HUMAN	ADORA2A ADORA2	reviewed
P29275	AA2BR_HUMAN	ADORA2B	reviewed
P30443	1A01_HUMAN	HLA-A HLAA	reviewed
P01892	1A02_HUMAN	HLA-A HLAA	reviewed
P13746	1A11_HUMAN	HLA-A HLAA	reviewed
P30447	1A23_HUMAN	HLA-A HLAA	reviewed
P18462	1A25_HUMAN	HLA-A HLAA	reviewed
P16190	1A33_HUMAN	HLA-A HLAA	reviewed
P30455	1A36_HUMAN	HLA-A HLAA	reviewed
P30457	1A66_HUMAN	HLA-A HLAA	reviewed
P01891	1A68_HUMAN	HLA-A HLAA	reviewed
P30460	1B08_HUMAN	HLA-B HLAB	reviewed
P30480	1B42_HUMAN	HLA-B HLAB	reviewed
P30483	1B45_HUMAN	HLA-B HLAB	reviewed
Q29940	1B59_HUMAN	HLA-B HLAB	reviewed
P30498	1B78_HUMAN	HLA-B HLAB	reviewed
Q9TNN7	1C05_HUMAN	HLA-C HLAC	reviewed
Q29963	1C06_HUMAN	HLA-C HLAC	reviewed
P30505	1C08_HUMAN	HLA-C HLAC	reviewed
P30510	1C14_HUMAN	HLA-C HLAC	reviewed
Q95604	1C17_HUMAN	HLA-C D6S204 HLA-JY3 HLAC	reviewed
P13760	2B14_HUMAN	HLA-DRB1	reviewed
P20039	2B1B_HUMAN	HLA-DRB1	reviewed
P01911	2B1F_HUMAN	HLA-DRB1 HLA-DRB2	reviewed
P28222	5HT1B_HUMAN	HTR1B HTR1DB	reviewed
P28221	5HT1D_HUMAN	HTR1D HTR1DA HTRL	reviewed
O95264	5HT3B_HUMAN	HTR3B	reviewed
P34969	5HT7R_HUMAN	HTR7	reviewed
P02763	A1AG1_HUMAN	ORM1 AGP1	reviewed
P05067	A4_HUMAN	APP A4 AD1	reviewed
P30450	1A26_HUMAN	HLA-A HLAA	reviewed
P16188	1A30_HUMAN	HLA-A HLAA	reviewed
P10314	1A32_HUMAN	HLA-A HLAA	reviewed
P30456	1A43_HUMAN	HLA-A HLAA	reviewed
P10316	1A69_HUMAN	HLA-A HLAA	reviewed
P30461	1B13_HUMAN	HLA-B HLAB	reviewed
P30485	1B47_HUMAN	HLA-B HLAB	reviewed
P30487	1B49_HUMAN	HLA-B HLAB	reviewed
P18464	1B51_HUMAN	HLA-B HLAB	reviewed
P30490	1B52_HUMAN	HLA-B HLAB	reviewed
P10319	1B58_HUMAN	HLA-B HLAB	reviewed
Q31612	1B73_HUMAN	HLA-B HLAB	reviewed
Q29718	1B82_HUMAN	HLA-B HLAB	reviewed
P30504	1C04_HUMAN	HLA-C HLAC	reviewed
P10321	1C07_HUMAN	HLA-C HLAC	reviewed
P30508	1C12_HUMAN	HLA-C HLAC	reviewed
Q29960	1C16_HUMAN	HLA-C HLAC	reviewed
Q29974	2B1G_HUMAN	HLA-DRB1	reviewed
P41595	5HT2B_HUMAN	HTR2B	reviewed
P28335	5HT2C_HUMAN	HTR2C HTR1C	reviewed
Q13639	5HT4R_HUMAN	HTR4	reviewed
P50406	5HT6R_HUMAN	HTR6	reviewed
P0DMS8	AA3R_HUMAN	ADORA3	reviewed
Q9NS82	AAA1_HUMAN	SLC7A10 ASC1	reviewed
P78363	ABCA4_HUMAN	ABCA4 ABCR	reviewed
P12821	ACE_HUMAN	ACE DCP DCP1	reviewed
Q9NPB9	ACKR4_HUMAN	ACKR4 CCBP2 CCR11 CCRL1 VSHK1	reviewed
Q9TQE0	2B19_HUMAN	HLA-DRB1	reviewed
P30939	5HT1F_HUMAN	HTR1F HTR1EL	reviewed
P28223	5HT2A_HUMAN	HTR2A HTR2	reviewed
P05408	7B2_HUMAN	SCG5 SGNE1	reviewed
Q9BYF1	ACE2_HUMAN	ACE2 UNQ868/PRO1885	reviewed
P32297	ACHA3_HUMAN	CHRNA3 NACHRA3	reviewed
Q05901	ACHB3_HUMAN	CHRNB3	reviewed
P30926	ACHB4_HUMAN	CHRNB4	reviewed
Q16570	ACKR1_HUMAN	ACKR1 DARC FY GPD	reviewed
P20309	ACM3_HUMAN	CHRM3	reviewed
P05534	1A24_HUMAN	HLA-A HLAA	reviewed
P30512	1A29_HUMAN	HLA-A HLAA	reviewed
P16189	1A31_HUMAN	HLA-A HLAA	reviewed
P30453	1A34_HUMAN	HLA-A HLAA	reviewed
P30459	1A74_HUMAN	HLA-A HLAA	reviewed
P30462	1B14_HUMAN	HLA-B HLAB	reviewed
P30466	1B18_HUMAN	HLA-B HLAB	reviewed
P03989	1B27_HUMAN	HLA-B HLAB	reviewed
P18463	1B37_HUMAN	HLA-B HLAB	reviewed
P30475	1B39_HUMAN	HLA-B HLAB	reviewed
P30479	1B41_HUMAN	HLA-B HLAB	reviewed
P30481	1B44_HUMAN	HLA-B HLAB	reviewed
P30486	1B48_HUMAN	HLA-B HLAB	reviewed
P30488	1B50_HUMAN	HLA-B HLAB	reviewed
P30491	1B53_HUMAN	HLA-B HLAB	reviewed
P30495	1B56_HUMAN	HLA-B HLAB	reviewed
P30501	1C02_HUMAN	HLA-C HLAC	reviewed
P04222	1C03_HUMAN	HLA-C HLAC	reviewed
Q07000	1C15_HUMAN	HLA-C HLAC	reviewed
Q30134	2B18_HUMAN	HLA-DRB1	reviewed
Q8WXA8	5HT3C_HUMAN	HTR3C	reviewed
A5X5Y0	5HT3E_HUMAN	HTR3E	reviewed
P04217	A1BG_HUMAN	A1BG	reviewed
P22760	AAAD_HUMAN	AADAC DAC	reviewed
O95477	ABCA1_HUMAN	ABCA1 ABC1 CERP	reviewed
Q8IZY2	ABCA7_HUMAN	ABCA7	reviewed
P43681	ACHA4_HUMAN	CHRNA4 NACRA4	reviewed
Q07001	ACHD_HUMAN	CHRND ACHRD	reviewed
P08195	4F2_HUMAN	SLC3A2 MDU1	reviewed
P08908	5HT1A_HUMAN	HTR1A ADRB2RL1 ADRBRL1	reviewed
P46098	5HT3A_HUMAN	HTR3A 5HT3R HTR3	reviewed
P47898	5HT5A_HUMAN	HTR5A	reviewed
P21589	5NTD_HUMAN	NT5E NT5 NTE	reviewed
P19652	A1AG2_HUMAN	ORM2 AGP2	reviewed
Q9UNQ0	ABCG2_HUMAN	ABCG2 ABCP BCRP BCRP1 MXR	reviewed
P25106	ACKR3_HUMAN	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	reviewed
O75078	ADA11_HUMAN	ADAM11 MDC	reviewed
Q9Y3Q7	ADA18_HUMAN	ADAM18 TMDC3 UNQ858/PRO1867	reviewed
Q9H2U9	ADAM7_HUMAN	ADAM7 GP83	reviewed
P78325	ADAM8_HUMAN	ADAM8 MS2	reviewed
P04229	2B11_HUMAN	HLA-DRB1	reviewed
Q30167	2B1A_HUMAN	HLA-DRB1	reviewed
Q5Y7A7	2B1D_HUMAN	HLA-DRB1	reviewed
P08697	A2AP_HUMAN	SERPINF2 AAP PLI	reviewed
P01023	A2MG_HUMAN	A2M CPAMD5 FWP007	reviewed
P30542	AA1R_HUMAN	ADORA1	reviewed
P30532	ACHA5_HUMAN	CHRNA5 NACHRA5	reviewed
Q15825	ACHA6_HUMAN	CHRNA6	reviewed
Q9UGM1	ACHA9_HUMAN	CHRNA9 NACHRA9	reviewed
P08172	ACM2_HUMAN	CHRM2	reviewed
O43506	ADA20_HUMAN	ADAM20	reviewed
O75077	ADA23_HUMAN	ADAM23 MDC3	reviewed
P08913	ADA2A_HUMAN	ADRA2A ADRA2R ADRAR	reviewed
Q9BZ11	ADA33_HUMAN	ADAM33 C20orf153 UNQ873/PRO1891	reviewed
Q99965	ADAM2_HUMAN	ADAM2 FTNB	reviewed
Q6UXC1	AEGP_HUMAN	MAMDC4 AEGP UNQ3001/PRO9742	reviewed
Q09160	1A80_HUMAN	HLA-A HLAA	reviewed
P01912	2B13_HUMAN	HLA-DRB1	reviewed
P13761	2B17_HUMAN	HLA-DRB1	reviewed
Q95IE3	2B1C_HUMAN	HLA-DRB1	reviewed
Q9GIY3	2B1E_HUMAN	HLA-DRB1	reviewed
P02750	A2GL_HUMAN	LRG1 LRG	reviewed
A8K2U0	A2ML1_HUMAN	A2ML1 CPAMD9	reviewed
Q15822	ACHA2_HUMAN	CHRNA2	reviewed
P10323	ACRO_HUMAN	ACR ACRS	reviewed
Q14246	AGRE1_HUMAN	ADGRE1 EMR1 TM7LN3	reviewed
Q9BY15	AGRE3_HUMAN	ADGRE3 EMR3 UNQ683/PRO1562	reviewed
O00253	AGRP_HUMAN	AGRP AGRT ART	reviewed
P22303	ACES_HUMAN	ACHE	reviewed
Q9GZZ6	ACH10_HUMAN	CHRNA10 NACHRA10	reviewed
P02708	ACHA_HUMAN	CHRNA1 ACHRA CHNRA	reviewed
P11230	ACHB_HUMAN	CHRNB1 ACHRB CHRNB	reviewed
P07510	ACHG_HUMAN	CHRNG ACHRG	reviewed
O00590	ACKR2_HUMAN	ACKR2 CCBP2 CCR10 CMKBR9 D6	reviewed
P11229	ACM1_HUMAN	CHRM1	reviewed
P08173	ACM4_HUMAN	CHRM4	reviewed
P37023	ACVL1_HUMAN	ACVRL1 ACVRLK1 ALK1	reviewed
O14672	ADA10_HUMAN	ADAM10 KUZ MADM	reviewed
O43184	ADA12_HUMAN	ADAM12 MLTN UNQ346/PRO545	reviewed
P78536	ADA17_HUMAN	ADAM17 CSVP TACE	reviewed
Q9P0K1	ADA22_HUMAN	ADAM22 MDC2	reviewed
Q9UKQ2	ADA28_HUMAN	ADAM28 ADAM23 MDCL	reviewed
Q9UKF5	ADA29_HUMAN	ADAM29	reviewed
Q13443	ADAM9_HUMAN	ADAM9 KIAA0021 MCMP MDC9 MLTNG	reviewed
O60241	AGRB2_HUMAN	ADGRB2 BAI2	reviewed
P50052	AGTR2_HUMAN	AGTR2	reviewed
P36544	ACHA7_HUMAN	CHRNA7 NACHRA7	reviewed
P17787	ACHB2_HUMAN	CHRNB2	reviewed
Q04844	ACHE_HUMAN	CHRNE ACHRE	reviewed
P08912	ACM5_HUMAN	CHRM5	reviewed
Q13444	ADA15_HUMAN	ADAM15 MDC15	reviewed
P35348	ADA1A_HUMAN	ADRA1A ADRA1C	reviewed
Q9UKJ8	ADA21_HUMAN	ADAM21	reviewed
Q8TC27	ADA32_HUMAN	ADAM32 UNQ5982/PRO21340	reviewed
Q15848	ADIPO_HUMAN	ADIPOQ ACDC ACRP30 APM1 GBP28	reviewed
C9JUS6	ADM5_HUMAN	ADM5 C19orf76	reviewed
P07550	ADRB2_HUMAN	ADRB2 ADRB2R B2AR	reviewed
P43652	AFAM_HUMAN	AFM ALB2 ALBA	reviewed
Q8IWK6	AGRA3_HUMAN	ADGRA3 GPR125 UNQ556/PRO1113	reviewed
Q96L96	ALPK3_HUMAN	ALPK3 KIAA1330 MAK	reviewed
P55789	ALR_HUMAN	GFER ALR HERV1 HPO	reviewed
P35368	ADA1B_HUMAN	ADRA1B	reviewed
P08588	ADRB1_HUMAN	ADRB1 ADRB1R B1AR	reviewed
P13945	ADRB3_HUMAN	ADRB3 ADRB3R B3AR	reviewed
Q96PE1	AGRA2_HUMAN	ADGRA2 GPR124 KIAA1531 TEM5	reviewed
Q86SQ3	AGRE4_HUMAN	ADGRE4P EMR4 EMR4P GPR127 PGR16	reviewed
Q8IZF2	AGRF5_HUMAN	ADGRF5 GPR116 KIAA0758	reviewed
O00468	AGRIN_HUMAN	AGRN AGRIN	reviewed
P31749	AKT1_HUMAN	AKT1 PKB RAC	reviewed
P18089	ADA2B_HUMAN	ADRA2B ADRA2L1 ADRA2RL1	reviewed
Q6P093	ADCL2_HUMAN	AADACL2	reviewed
O15204	ADEC1_HUMAN	ADAMDEC1	reviewed
P19961	AMY2B_HUMAN	AMY2B	reviewed
P16860	ANFB_HUMAN	NPPB	reviewed
P23582	ANFC_HUMAN	NPPC CNP2	reviewed
Q9BY76	ANGL4_HUMAN	ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197	reviewed
Q5T7M4	ADIPL_HUMAN	FAM132A C1QDC2 CTRP12	reviewed
P35318	ADML_HUMAN	ADM AM	reviewed
P06280	AGAL_HUMAN	GLA	reviewed
O95994	AGR2_HUMAN	AGR2 AG2 UNQ515/PRO1030	reviewed
Q9UHX3	AGRE2_HUMAN	ADGRE2 EMR2	reviewed
Q86WK7	AMGO3_HUMAN	AMIGO3 ALI3 KIAA1851 UNQ6084/PRO20089	reviewed
P01019	ANGT_HUMAN	AGT SERPINA8	reviewed
P58335	ANTR2_HUMAN	ANTXR2 CMG2	reviewed
Q9H013	ADA19_HUMAN	ADAM19 MLTNB FKSG34	reviewed
P18825	ADA2C_HUMAN	ADRA2C ADRA2L2 ADRA2RL2	reviewed
Q9UKF2	ADA30_HUMAN	ADAM30 UNQ2509/PRO5997	reviewed
Q7Z4H4	ADM2_HUMAN	ADM2 AM2	reviewed
