Entry	Entry name	Gene names	Status
P29275	AA2BR_HUMAN	ADORA2B	reviewed
P28222	5HT1B_HUMAN	HTR1B HTR1DB	reviewed
P34969	5HT7R_HUMAN	HTR7	reviewed
P41595	5HT2B_HUMAN	HTR2B	reviewed
Q13639	5HT4R_HUMAN	HTR4	reviewed
P0DMS8	AA3R_HUMAN	ADORA3	reviewed
P45844	ABCG1_HUMAN	ABCG1 ABC8 WHT1	reviewed
Q9Y478	AAKB1_HUMAN	PRKAB1 AMPK	reviewed
P42684	ABL2_HUMAN	ABL2 ABLL ARG	reviewed
O95477	ABCA1_HUMAN	ABCA1 ABC1 CERP	reviewed
P43681	ACHA4_HUMAN	CHRNA4 NACRA4	reviewed
P21589	5NTD_HUMAN	NT5E NT5 NTE	reviewed
P00519	ABL1_HUMAN	ABL1 ABL JTK7	reviewed
P30542	AA1R_HUMAN	ADORA1	reviewed
P08913	ADA2A_HUMAN	ADRA2A ADRA2R ADRAR	reviewed
Q9BRQ8	AIFM2_HUMAN	AIFM2 AMID PRG3	reviewed
P22303	ACES_HUMAN	ACHE	reviewed
P35348	ADA1A_HUMAN	ADRA1A ADRA1C	reviewed
P25100	ADA1D_HUMAN	ADRA1D ADRA1A	reviewed
P07550	ADRB2_HUMAN	ADRB2 ADRB2R B2AR	reviewed
P35368	ADA1B_HUMAN	ADRA1B	reviewed
P08588	ADRB1_HUMAN	ADRB1 ADRB1R B1AR	reviewed
P13945	ADRB3_HUMAN	ADRB3 ADRB3R B3AR	reviewed
Q01718	ACTHR_HUMAN	MC2R ACTHR	reviewed
P18089	ADA2B_HUMAN	ADRA2B ADRA2L1 ADRA2RL1	reviewed
Q9P2G1	AKIB1_HUMAN	ANKIB1 KIAA1386	reviewed
P48448	AL3B2_HUMAN	ALDH3B2 ALDH8	reviewed
P43353	AL3B1_HUMAN	ALDH3B1 ALDH7	reviewed
P16157	ANK1_HUMAN	ANK1 ANK	reviewed
P24588	AKAP5_HUMAN	AKAP5 AKAP79	reviewed
P27216	ANX13_HUMAN	ANXA13 ANX13	reviewed
P30556	AGTR1_HUMAN	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	reviewed
O43687	AKA7A_HUMAN	AKAP7 AKAP15 AKAP18	reviewed
Q02952	AKA12_HUMAN	AKAP12 AKAP250	reviewed
P02647	APOA1_HUMAN	APOA1	reviewed
P10275	ANDR_HUMAN	AR DHTR NR3C4	reviewed
Q3SXY8	AR13B_HUMAN	ARL13B ARL2L1	reviewed
Q9NR22	ANM8_HUMAN	PRMT8 HRMT1L3 HRMT1L4	reviewed
P04114	APOB_HUMAN	APOB	reviewed
Q969Q4	ARL11_HUMAN	ARL11 ARLTS1	reviewed
Q8N4G2	ARL14_HUMAN	ARL14 ARF7	reviewed
P40616	ARL1_HUMAN	ARL1	reviewed
P36404	ARL2_HUMAN	ARL2	reviewed
P49703	ARL4D_HUMAN	ARL4D ARF4L	reviewed
Q9Y689	ARL5A_HUMAN	ARL5A ARFLP5 ARL5	reviewed
Q63HQ0	AP1AR_HUMAN	AP1AR C4orf16 PRO0971	reviewed
P84077	ARF1_HUMAN	ARF1	reviewed
P61204	ARF3_HUMAN	ARF3	reviewed
P84085	ARF5_HUMAN	ARF5	reviewed
P62330	ARF6_HUMAN	ARF6	reviewed
Q9H0F7	ARL6_HUMAN	ARL6 BBS3	reviewed
P56559	ARL4C_HUMAN	ARL4C ARL7	reviewed
A6NH57	ARL5C_HUMAN	ARL5C ARL12	reviewed
P07307	ASGR2_HUMAN	ASGR2 CLEC4H2	reviewed
P18085	ARF4_HUMAN	ARF4 ARF2	reviewed
Q96KC2	ARL5B_HUMAN	ARL5B ARL8	reviewed
Q92485	ASM3B_HUMAN	SMPDL3B ASML3B	reviewed
Q8IVW1	ARL17_HUMAN	ARL17A ARL17P1; ARL17B ARF1P2 ARL17A PRO2667	reviewed
P36405	ARL3_HUMAN	ARL3 ARFL3	reviewed
P40617	ARL4A_HUMAN	ARL4A ARL4	reviewed
P18848	ATF4_HUMAN	ATF4 CREB2 TXREB	reviewed
P07306	ASGR1_HUMAN	ASGR1 CLEC4H1	reviewed
P02730	B3AT_HUMAN	SLC4A1 AE1 DI EPB3	reviewed
P04920	B3A2_HUMAN	SLC4A2 AE2 EPB3L1 HKB3 MPB3L	reviewed
P48751	B3A3_HUMAN	SLC4A3 AE3	reviewed
Q5VW32	BROX_HUMAN	BROX BROFTI C1orf58	reviewed
Q8WXS3	BAALC_HUMAN	BAALC	reviewed
P56817	BACE1_HUMAN	BACE1 BACE KIAA1149	reviewed
P80723	BASP1_HUMAN	BASP1 NAP22	reviewed
P30411	BKRB2_HUMAN	BDKRB2 BKR2	reviewed
Q8WZ55	BSND_HUMAN	BSND BART	reviewed
Q9NPB3	CABP2_HUMAN	CABP2	reviewed
P55290	CAD13_HUMAN	CDH13 CDHH	reviewed
P46663	BKRB1_HUMAN	BDKRB1 BRADYB1	reviewed
Q10589	BST2_HUMAN	BST2	reviewed
Q9P203	BTBD7_HUMAN	BTBD7 KIAA1525	reviewed
Q9NRR8	C42S1_HUMAN	CDC42SE1 SPEC1	reviewed
P51451	BLK_HUMAN	BLK	reviewed
P32247	BRS3_HUMAN	BRS3	reviewed
Q10588	BST1_HUMAN	BST1	reviewed
Q9NZU7	CABP1_HUMAN	CABP1	reviewed
P27824	CALX_HUMAN	CANX	reviewed
A6NGG8	CB071_HUMAN	C2orf71	reviewed
Q9UPA5	BSN_HUMAN	BSN KIAA0434 ZNF231	reviewed
P22748	CAH4_HUMAN	CA4	reviewed
O95971	BY55_HUMAN	CD160 BY55	reviewed
Q9NRR3	C42S2_HUMAN	CDC42SE2 SPEC2	reviewed
Q96LZ3	CANB2_HUMAN	PPP3R2 CBLP PPP3RL	reviewed
O75976	CBPD_HUMAN	CPD	reviewed
Q8ND76	CCNY_HUMAN	CCNY C10orf9 CBCP1 CFP1	reviewed
Q6YHK3	CD109_HUMAN	CD109 CPAMD7	reviewed
P63098	CANB1_HUMAN	PPP3R1 CNA2 CNB	reviewed
P11836	CD20_HUMAN	MS4A1 CD20	reviewed
P01730	CD4_HUMAN	CD4	reviewed
P13987	CD59_HUMAN	CD59 MIC11 MIN1 MIN2 MIN3 MSK21	reviewed
P32238	CCKAR_HUMAN	CCKAR CCKRA	reviewed
P31358	CD52_HUMAN	CD52 CDW52 HE5	reviewed
Q15078	CD5R1_HUMAN	CDK5R1 CDK5R NCK5A	reviewed
P40199	CEAM6_HUMAN	CEACAM6 NCA	reviewed
Q03135	CAV1_HUMAN	CAV1 CAV	reviewed
P14384	CBPM_HUMAN	CPM	reviewed
P16671	CD36_HUMAN	CD36 GP3B GP4	reviewed
P13569	CFTR_HUMAN	CFTR ABCC7	reviewed
P21926	CD9_HUMAN	CD9 MIC3 TSPAN29 GIG2	reviewed
Q14002	CEAM7_HUMAN	CEACAM7 CGM2	reviewed
A6NI79	CCD69_HUMAN	CCDC69	reviewed
P08571	CD14_HUMAN	CD14	reviewed
P09326	CD48_HUMAN	CD48 BCM1 BLAST1	reviewed
P08962	CD63_HUMAN	CD63 MLA1 TSPAN30	reviewed
P09564	CD7_HUMAN	CD7	reviewed
P53701	CCHL_HUMAN	HCCS CCHL	reviewed
P51681	CCR5_HUMAN	CCR5 CMKBR5	reviewed
P48509	CD151_HUMAN	CD151 TSPAN24	reviewed
Q8N6Q3	CD177_HUMAN	CD177 NB1 PRV1 UNQ595/PRO1181	reviewed
P25063	CD24_HUMAN	CD24 CD24A	reviewed
Q96FZ7	CHMP6_HUMAN	CHMP6 VPS20	reviewed
Q07065	CKAP4_HUMAN	CKAP4	reviewed
Q13319	CD5R2_HUMAN	CDK5R2 NCK5AI	reviewed
P60953	CDC42_HUMAN	CDC42	reviewed
Q02224	CENPE_HUMAN	CENPE	reviewed
P49454	CENPF_HUMAN	CENPF	reviewed
P0CG37	CFC1_HUMAN	CFC1	reviewed
P06731	CEAM5_HUMAN	CEACAM5 CEA	reviewed
P31997	CEAM8_HUMAN	CEACAM8 CGM6	reviewed
