Entry	Entry name	Gene names	Status
Q9Y478	AAKB1_HUMAN	PRKAB1 AMPK	reviewed
P42684	ABL2_HUMAN	ABL2 ABLL ARG	reviewed
P00519	ABL1_HUMAN	ABL1 ABL JTK7	reviewed
Q9BRQ8	AIFM2_HUMAN	AIFM2 AMID PRG3	reviewed
Q9P2G1	AKIB1_HUMAN	ANKIB1 KIAA1386	reviewed
P27216	ANX13_HUMAN	ANXA13 ANX13	reviewed
O43687	AKA7A_HUMAN	AKAP7 AKAP15 AKAP18	reviewed
Q02952	AKA12_HUMAN	AKAP12 AKAP250	reviewed
Q9NR22	ANM8_HUMAN	PRMT8 HRMT1L3 HRMT1L4	reviewed
Q969Q4	ARL11_HUMAN	ARL11 ARLTS1	reviewed
Q8N4G2	ARL14_HUMAN	ARL14 ARF7	reviewed
P40616	ARL1_HUMAN	ARL1	reviewed
P36404	ARL2_HUMAN	ARL2	reviewed
P49703	ARL4D_HUMAN	ARL4D ARF4L	reviewed
Q9Y689	ARL5A_HUMAN	ARL5A ARFLP5 ARL5	reviewed
P84077	ARF1_HUMAN	ARF1	reviewed
P61204	ARF3_HUMAN	ARF3	reviewed
P84085	ARF5_HUMAN	ARF5	reviewed
P62330	ARF6_HUMAN	ARF6	reviewed
Q9H0F7	ARL6_HUMAN	ARL6 BBS3	reviewed
P56559	ARL4C_HUMAN	ARL4C ARL7	reviewed
A6NH57	ARL5C_HUMAN	ARL5C ARL12	reviewed
P18085	ARF4_HUMAN	ARF4 ARF2	reviewed
Q96KC2	ARL5B_HUMAN	ARL5B ARL8	reviewed
Q8IVW1	ARL17_HUMAN	ARL17A ARL17P1; ARL17B ARF1P2 ARL17A PRO2667	reviewed
P36405	ARL3_HUMAN	ARL3 ARFL3	reviewed
P40617	ARL4A_HUMAN	ARL4A ARL4	reviewed
Q8WXS3	BAALC_HUMAN	BAALC	reviewed
P80723	BASP1_HUMAN	BASP1 NAP22	reviewed
Q9NPB3	CABP2_HUMAN	CABP2	reviewed
Q9P203	BTBD7_HUMAN	BTBD7 KIAA1525	reviewed
P51451	BLK_HUMAN	BLK	reviewed
Q9NZU7	CABP1_HUMAN	CABP1	reviewed
A6NGG8	CB071_HUMAN	C2orf71	reviewed
Q9UPA5	BSN_HUMAN	BSN KIAA0434 ZNF231	reviewed
Q96LZ3	CANB2_HUMAN	PPP3R2 CBLP PPP3RL	reviewed
Q8ND76	CCNY_HUMAN	CCNY C10orf9 CBCP1 CFP1	reviewed
P63098	CANB1_HUMAN	PPP3R1 CNA2 CNB	reviewed
Q15078	CD5R1_HUMAN	CDK5R1 CDK5R NCK5A	reviewed
A6NI79	CCD69_HUMAN	CCDC69	reviewed
P53701	CCHL_HUMAN	HCCS CCHL	reviewed
Q96FZ7	CHMP6_HUMAN	CHMP6 VPS20	reviewed
Q13319	CD5R2_HUMAN	CDK5R2 NCK5AI	reviewed
Q96BS2	CHP3_HUMAN	TESC CHP3	reviewed
Q99653	CHP1_HUMAN	CHP1 CHP	reviewed
Q99828	CIB1_HUMAN	CIB1 CIB KIP PRKDCIP	reviewed
Q9Y3E7	CHMP3_HUMAN	CHMP3 CGI149 NEDF VPS24 CGI-149	reviewed
O43745	CHP2_HUMAN	CHP2 HCA520	reviewed
Q8WWI5	CTL1_HUMAN	SLC44A1 CD92 CDW92 CTL1	reviewed
Q717R9	CYS1_HUMAN	CYS1	reviewed
Q5M775	CYTSB_HUMAN	SPECC1 CYTSB NSP5	reviewed
Q6QHC5	DEGS2_HUMAN	DEGS2 C14orf66	reviewed
Q8IWE4	DCNL3_HUMAN	DCUN1D3 SCCRO3	reviewed
Q7L014	DDX46_HUMAN	DDX46 KIAA0801	reviewed
O15121	DEGS1_HUMAN	DEGS1 DES1 MLD MIG15	reviewed
Q155Q3	DIXC1_HUMAN	DIXDC1 CCD1 KIAA1735	reviewed
Q9H1R2	DUS15_HUMAN	DUSP15 C20orf57 VHY	reviewed
Q9NRW4	DUS22_HUMAN	DUSP22 JSP1 LMWDSP2 MKPX	reviewed
Q7RTS9	DYM_HUMAN	DYM	reviewed
P98073	ENTK_HUMAN	TMPRSS15 ENTK PRSS7	reviewed
Q7L9B9	EEPD1_HUMAN	EEPD1 KIAA1706	reviewed
P16452	EPB42_HUMAN	EPB42 E42P	reviewed
Q9NUQ9	FA49B_HUMAN	FAM49B BM-009	reviewed
Q86XD5	F131B_HUMAN	FAM131B KIAA0773	reviewed
P09769	FGR_HUMAN	FGR SRC2	reviewed
Q14254	FLOT2_HUMAN	FLOT2 ESA1 M17S1	reviewed
Q96PY5	FMNL2_HUMAN	FMNL2 FHOD2 KIAA1902	reviewed
