Entry	Entry name	Gene names	Status
P30443	1A01_HUMAN	HLA-A HLAA	reviewed
P05408	7B2_HUMAN	SCG5 SGNE1	reviewed
P08697	A2AP_HUMAN	SERPINF2 AAP PLI	reviewed
P15144	AMPN_HUMAN	ANPEP APN CD13 PEPN	reviewed
P19021	AMD_HUMAN	PAM	reviewed
Q16581	C3AR_HUMAN	C3AR1 AZ3B C3R1 HNFAG09	reviewed
P21730	C5AR1_HUMAN	C5AR1 C5AR C5R1	reviewed
P06307	CCKN_HUMAN	CCK	reviewed
P41597	CCR2_HUMAN	CCR2 CMKBR2	reviewed
P51681	CCR5_HUMAN	CCR5 CMKBR5	reviewed
P0C0L4	CO4A_HUMAN	C4A CO4 CPAMD2	reviewed
P0C0L5	CO4B_HUMAN	C4B CO4 CPAMD3; C4B_2	reviewed
P10645	CMGA_HUMAN	CHGA	reviewed
P20908	CO5A1_HUMAN	COL5A1	reviewed
P61073	CXCR4_HUMAN	CXCR4	reviewed
P49682	CXCR3_HUMAN	CXCR3 GPR9	reviewed
Q07507	DERM_HUMAN	DPT	reviewed
P00740	FA9_HUMAN	F9	reviewed
P00451	FA8_HUMAN	F8 F8C	reviewed
P02771	FETA_HUMAN	AFP HPAFP	reviewed
P12259	FA5_HUMAN	F5	reviewed
P02679	FIBG_HUMAN	FGG PRO2061	reviewed
P02751	FINC_HUMAN	FN1 FN	reviewed
Q06828	FMOD_HUMAN	FMOD FM SLRR2E	reviewed
P01350	GAST_HUMAN	GAST GAS	reviewed
P07359	GP1BA_HUMAN	GP1BA	reviewed
P05546	HEP2_HUMAN	SERPIND1 HCF2	reviewed
P15515	HIS1_HUMAN	HTN1 HIS1	reviewed
P51884	LUM_HUMAN	LUM LDC SLRR2D	reviewed
O43451	MGA_HUMAN	MGAM MGA MGAML	reviewed
P55001	MFAP2_HUMAN	MFAP2 MAGP1	reviewed
Q2M2H8	MGAL_HUMAN	MGAM2	reviewed
P14543	NID1_HUMAN	NID1 NID	reviewed
Q9UBM4	OPT_HUMAN	OPTC OPT	reviewed
Q99983	OMD_HUMAN	OMD SLRR2C UNQ190/PRO216	reviewed
Q8NBP7	PCSK9_HUMAN	PCSK9 NARC1 PSEC0052	reviewed
Q9NZ53	PDXL2_HUMAN	PODXL2 UNQ1861/PRO3742	reviewed
Q01974	ROR2_HUMAN	ROR2 NTRKR2	reviewed
P05060	SCG1_HUMAN	CHGB SCG1	reviewed
P13521	SCG2_HUMAN	SCG2 CHGC	reviewed
P21815	SIAL_HUMAN	IBSP BNSP	reviewed
Q14242	SELPL_HUMAN	SELPLG	reviewed
P02808	STAT_HUMAN	STATH	reviewed
P14410	SUIS_HUMAN	SI	reviewed
P01266	THYG_HUMAN	TG	reviewed
P07478	TRY2_HUMAN	PRSS2 TRY2 TRYP2	reviewed
P07477	TRY1_HUMAN	PRSS1 TRP1 TRY1 TRYP1	reviewed
P35030	TRY3_HUMAN	PRSS3 PRSS4 TRY3 TRY4	reviewed
Q8WVF2	UCMA_HUMAN	UCMA C10orf49	reviewed
P04004	VTNC_HUMAN	VTN	reviewed
