Entry	Entry name	Gene names	Status
P04439	1A03_HUMAN	HLA-A HLAA	reviewed
P01889	1B07_HUMAN	HLA-B HLAB	reviewed
P30464	1B15_HUMAN	HLA-B HLAB	reviewed
P30685	1B35_HUMAN	HLA-B HLAB	reviewed
Q95365	1B38_HUMAN	HLA-B HLAB	reviewed
Q04826	1B40_HUMAN	HLA-B HLAB	reviewed
P30484	1B46_HUMAN	HLA-B HLAB	reviewed
P30492	1B54_HUMAN	HLA-B HLAB	reviewed
P30493	1B55_HUMAN	HLA-B HLAB CDABP0067	reviewed
P18465	1B57_HUMAN	HLA-B HLAB	reviewed
Q29836	1B67_HUMAN	HLA-B HLAB	reviewed
Q31610	1B81_HUMAN	HLA-B HLAB	reviewed
P30499	1C01_HUMAN	HLA-C HLAC	reviewed
Q29865	1C18_HUMAN	HLA-C HLAC	reviewed
P28566	5HT1E_HUMAN	HTR1E	reviewed
P01009	A1AT_HUMAN	SERPINA1 AAT PI PRO0684 PRO2209	reviewed
P29274	AA2AR_HUMAN	ADORA2A ADORA2	reviewed
P29275	AA2BR_HUMAN	ADORA2B	reviewed
O94911	ABCA8_HUMAN	ABCA8 KIAA0822	reviewed
Q9H221	ABCG8_HUMAN	ABCG8	reviewed
O00400	ACATN_HUMAN	SLC33A1 ACATN AT1	reviewed
P30443	1A01_HUMAN	HLA-A HLAA	reviewed
P01892	1A02_HUMAN	HLA-A HLAA	reviewed
P13746	1A11_HUMAN	HLA-A HLAA	reviewed
P30447	1A23_HUMAN	HLA-A HLAA	reviewed
P18462	1A25_HUMAN	HLA-A HLAA	reviewed
P16190	1A33_HUMAN	HLA-A HLAA	reviewed
P30455	1A36_HUMAN	HLA-A HLAA	reviewed
P30457	1A66_HUMAN	HLA-A HLAA	reviewed
P01891	1A68_HUMAN	HLA-A HLAA	reviewed
P30460	1B08_HUMAN	HLA-B HLAB	reviewed
P30480	1B42_HUMAN	HLA-B HLAB	reviewed
P30483	1B45_HUMAN	HLA-B HLAB	reviewed
Q29940	1B59_HUMAN	HLA-B HLAB	reviewed
P30498	1B78_HUMAN	HLA-B HLAB	reviewed
Q9TNN7	1C05_HUMAN	HLA-C HLAC	reviewed
Q29963	1C06_HUMAN	HLA-C HLAC	reviewed
P30505	1C08_HUMAN	HLA-C HLAC	reviewed
P30510	1C14_HUMAN	HLA-C HLAC	reviewed
Q95604	1C17_HUMAN	HLA-C D6S204 HLA-JY3 HLAC	reviewed
P13760	2B14_HUMAN	HLA-DRB1	reviewed
P20039	2B1B_HUMAN	HLA-DRB1	reviewed
P01911	2B1F_HUMAN	HLA-DRB1 HLA-DRB2	reviewed
P28222	5HT1B_HUMAN	HTR1B HTR1DB	reviewed
P28221	5HT1D_HUMAN	HTR1D HTR1DA HTRL	reviewed
O95264	5HT3B_HUMAN	HTR3B	reviewed
P34969	5HT7R_HUMAN	HTR7	reviewed
P02763	A1AG1_HUMAN	ORM1 AGP1	reviewed
P20848	A1ATR_HUMAN	SERPINA2 ARGS ATR PIL SERPINA2P	reviewed
Q9NPC4	A4GAT_HUMAN	A4GALT A14GALT A4GALT1	reviewed
P05067	A4_HUMAN	APP A4 AD1	reviewed
Q9H222	ABCG5_HUMAN	ABCG5	reviewed
P30450	1A26_HUMAN	HLA-A HLAA	reviewed
P16188	1A30_HUMAN	HLA-A HLAA	reviewed
P10314	1A32_HUMAN	HLA-A HLAA	reviewed
P30456	1A43_HUMAN	HLA-A HLAA	reviewed
P10316	1A69_HUMAN	HLA-A HLAA	reviewed
P30461	1B13_HUMAN	HLA-B HLAB	reviewed
P30485	1B47_HUMAN	HLA-B HLAB	reviewed
P30487	1B49_HUMAN	HLA-B HLAB	reviewed
P18464	1B51_HUMAN	HLA-B HLAB	reviewed
P30490	1B52_HUMAN	HLA-B HLAB	reviewed
P10319	1B58_HUMAN	HLA-B HLAB	reviewed
Q31612	1B73_HUMAN	HLA-B HLAB	reviewed
Q29718	1B82_HUMAN	HLA-B HLAB	reviewed
P30504	1C04_HUMAN	HLA-C HLAC	reviewed
P10321	1C07_HUMAN	HLA-C HLAC	reviewed
P30508	1C12_HUMAN	HLA-C HLAC	reviewed
Q29960	1C16_HUMAN	HLA-C HLAC	reviewed
Q29974	2B1G_HUMAN	HLA-DRB1	reviewed
P41595	5HT2B_HUMAN	HTR2B	reviewed
P28335	5HT2C_HUMAN	HTR2C HTR1C	reviewed
Q13639	5HT4R_HUMAN	HTR4	reviewed
P0DMS8	AA3R_HUMAN	ADORA3	reviewed
Q9BZC7	ABCA2_HUMAN	ABCA2 ABC2 KIAA1062	reviewed
P78363	ABCA4_HUMAN	ABCA4 ABCR	reviewed
Q86UK0	ABCAC_HUMAN	ABCA12 ABC12	reviewed
Q0P651	ABD18_HUMAN	ABHD18 C4orf29	reviewed
Q5QJU3	ACER2_HUMAN	ACER2 ASAH3L PP11646	reviewed
P12821	ACE_HUMAN	ACE DCP DCP1	reviewed
Q9NPB9	ACKR4_HUMAN	ACKR4 CCBP2 CCR11 CCRL1 VSHK1	reviewed
Q9TQE0	2B19_HUMAN	HLA-DRB1	reviewed
P30939	5HT1F_HUMAN	HTR1F HTR1EL	reviewed
P28223	5HT2A_HUMAN	HTR2A HTR2	reviewed
Q09428	ABCC8_HUMAN	ABCC8 HRINS SUR SUR1	reviewed
P08910	ABHD2_HUMAN	ABHD2 LABH2	reviewed
Q9BUJ0	ABHEA_HUMAN	ABHD14A UNQ1913/PRO4373	reviewed
Q9BYF1	ACE2_HUMAN	ACE2 UNQ868/PRO1885	reviewed
P32297	ACHA3_HUMAN	CHRNA3 NACHRA3	reviewed
Q05901	ACHB3_HUMAN	CHRNB3	reviewed
P30926	ACHB4_HUMAN	CHRNB4	reviewed
Q16570	ACKR1_HUMAN	ACKR1 DARC FY GPD	reviewed
P20309	ACM3_HUMAN	CHRM3	reviewed
P05534	1A24_HUMAN	HLA-A HLAA	reviewed
P30512	1A29_HUMAN	HLA-A HLAA	reviewed
P16189	1A31_HUMAN	HLA-A HLAA	reviewed
P30453	1A34_HUMAN	HLA-A HLAA	reviewed
P30459	1A74_HUMAN	HLA-A HLAA	reviewed
P30462	1B14_HUMAN	HLA-B HLAB	reviewed
P30466	1B18_HUMAN	HLA-B HLAB	reviewed
P03989	1B27_HUMAN	HLA-B HLAB	reviewed
P18463	1B37_HUMAN	HLA-B HLAB	reviewed
P30475	1B39_HUMAN	HLA-B HLAB	reviewed
P30479	1B41_HUMAN	HLA-B HLAB	reviewed
P30481	1B44_HUMAN	HLA-B HLAB	reviewed
P30486	1B48_HUMAN	HLA-B HLAB	reviewed
P30488	1B50_HUMAN	HLA-B HLAB	reviewed
P30491	1B53_HUMAN	HLA-B HLAB	reviewed
P30495	1B56_HUMAN	HLA-B HLAB	reviewed
P30501	1C02_HUMAN	HLA-C HLAC	reviewed
P04222	1C03_HUMAN	HLA-C HLAC	reviewed
Q07000	1C15_HUMAN	HLA-C HLAC	reviewed
Q30134	2B18_HUMAN	HLA-DRB1	reviewed
A5X5Y0	5HT3E_HUMAN	HTR3E	reviewed
P04217	A1BG_HUMAN	A1BG	reviewed
P22760	AAAD_HUMAN	AADAC DAC	reviewed
Q15758	AAAT_HUMAN	SLC1A5 ASCT2 M7V1 RDR RDRC	reviewed
O95477	ABCA1_HUMAN	ABCA1 ABC1 CERP	reviewed
Q8WWZ7	ABCA5_HUMAN	ABCA5 KIAA1888	reviewed
Q8IZY2	ABCA7_HUMAN	ABCA7	reviewed
Q2M3G0	ABCB5_HUMAN	ABCB5	reviewed
O60706	ABCC9_HUMAN	ABCC9 SUR2	reviewed
Q8N2K0	ABD12_HUMAN	ABHD12 C20orf22	reviewed
Q96SE0	ABHD1_HUMAN	ABHD1 LABH1	reviewed
Q9NUN7	ACER3_HUMAN	ACER3 APHC PHCA	reviewed
P43681	ACHA4_HUMAN	CHRNA4 NACRA4	reviewed
Q07001	ACHD_HUMAN	CHRND ACHRD	reviewed
P11171	41_HUMAN	EPB41 E41P	reviewed
P08195	4F2_HUMAN	SLC3A2 MDU1	reviewed
P08908	5HT1A_HUMAN	HTR1A ADRB2RL1 ADRBRL1	reviewed
P46098	5HT3A_HUMAN	HTR3A 5HT3R HTR3	reviewed
Q70Z44	5HT3D_HUMAN	HTR3D	reviewed
P47898	5HT5A_HUMAN	HTR5A	reviewed
P21589	5NTD_HUMAN	NT5E NT5 NTE	reviewed
P19652	A1AG2_HUMAN	ORM2 AGP2	reviewed
U3KPV4	A3LT2_HUMAN	A3GALT2 A3GALT2P IGBS3S	reviewed
Q8N139	ABCA6_HUMAN	ABCA6	reviewed
Q8IUA7	ABCA9_HUMAN	ABCA9	reviewed
Q96J66	ABCCB_HUMAN	ABCC11 MRP8	reviewed
P33897	ABCD1_HUMAN	ABCD1 ALD	reviewed
Q9UNQ0	ABCG2_HUMAN	ABCG2 ABCP BCRP BCRP1 MXR	reviewed
P25106	ACKR3_HUMAN	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	reviewed
O75078	ADA11_HUMAN	ADAM11 MDC	reviewed
Q9Y3Q7	ADA18_HUMAN	ADAM18 TMDC3 UNQ858/PRO1867	reviewed
Q9H2U9	ADAM7_HUMAN	ADAM7 GP83	reviewed
P78325	ADAM8_HUMAN	ADAM8 MS2	reviewed
Q08462	ADCY2_HUMAN	ADCY2 KIAA1060	reviewed
O95622	ADCY5_HUMAN	ADCY5	reviewed
P04229	2B11_HUMAN	HLA-DRB1	reviewed
Q30167	2B1A_HUMAN	HLA-DRB1	reviewed
Q5Y7A7	2B1D_HUMAN	HLA-DRB1	reviewed
P08697	A2AP_HUMAN	SERPINF2 AAP PLI	reviewed
P01023	A2MG_HUMAN	A2M CPAMD5 FWP007	reviewed
Q9UNA3	A4GCT_HUMAN	A4GNT	reviewed
P30542	AA1R_HUMAN	ADORA1	reviewed
P30532	ACHA5_HUMAN	CHRNA5 NACHRA5	reviewed
Q15825	ACHA6_HUMAN	CHRNA6	reviewed
Q9UGM1	ACHA9_HUMAN	CHRNA9 NACHRA9	reviewed
P08172	ACM2_HUMAN	CHRM2	reviewed
P33121	ACSL1_HUMAN	ACSL1 FACL1 FACL2 LACS LACS1 LACS2	reviewed
O43506	ADA20_HUMAN	ADAM20	reviewed
O75077	ADA23_HUMAN	ADAM23 MDC3	reviewed
P08913	ADA2A_HUMAN	ADRA2A ADRA2R ADRAR	reviewed
Q9BZ11	ADA33_HUMAN	ADAM33 C20orf153 UNQ873/PRO1891	reviewed
Q99965	ADAM2_HUMAN	ADAM2 FTNB	reviewed
Q08828	ADCY1_HUMAN	ADCY1	reviewed
Q6UXC1	AEGP_HUMAN	MAMDC4 AEGP UNQ3001/PRO9742	reviewed
Q09160	1A80_HUMAN	HLA-A HLAA	reviewed
P01912	2B13_HUMAN	HLA-DRB1	reviewed
P13761	2B17_HUMAN	HLA-DRB1	reviewed
Q95IE3	2B1C_HUMAN	HLA-DRB1	reviewed
Q9GIY3	2B1E_HUMAN	HLA-DRB1	reviewed
P02750	A2GL_HUMAN	LRG1 LRG	reviewed
A8K2U0	A2ML1_HUMAN	A2ML1 CPAMD9	reviewed
P01011	AACT_HUMAN	SERPINA3 AACT GIG24 GIG25	reviewed
O95342	ABCBB_HUMAN	ABCB11 BSEP	reviewed
Q9UBJ2	ABCD2_HUMAN	ABCD2 ALD1 ALDL1 ALDR ALDRP	reviewed
P28288	ABCD3_HUMAN	ABCD3 PMP70 PXMP1	reviewed
Q9H172	ABCG4_HUMAN	ABCG4 WHITE2	reviewed
Q7L211	ABHDD_HUMAN	ABHD13 C13orf6	reviewed
Q15822	ACHA2_HUMAN	CHRNA2	reviewed
P10323	ACRO_HUMAN	ACR ACRS	reviewed
Q04771	ACVR1_HUMAN	ACVR1 ACVRLK2	reviewed
O60266	ADCY3_HUMAN	ADCY3 KIAA0511	reviewed
P51828	ADCY7_HUMAN	ADCY7 KIAA0037	reviewed
Q14246	AGRE1_HUMAN	ADGRE1 EMR1 TM7LN3	reviewed
Q9BY15	AGRE3_HUMAN	ADGRE3 EMR3 UNQ683/PRO1562	reviewed
Q5T601	AGRF1_HUMAN	ADGRF1 GPR110 PGR19	reviewed
Q86Y34	AGRG3_HUMAN	ADGRG3 GPR97 PGR26	reviewed
P22303	ACES_HUMAN	ACHE	reviewed
Q9GZZ6	ACH10_HUMAN	CHRNA10 NACHRA10	reviewed
P02708	ACHA_HUMAN	CHRNA1 ACHRA CHNRA	reviewed
P11230	ACHB_HUMAN	CHRNB1 ACHRB CHRNB	reviewed
P07510	ACHG_HUMAN	CHRNG ACHRG	reviewed
O00590	ACKR2_HUMAN	ACKR2 CCBP2 CCR10 CMKBR9 D6	reviewed
P11229	ACM1_HUMAN	CHRM1	reviewed
P08173	ACM4_HUMAN	CHRM4	reviewed
P37023	ACVL1_HUMAN	ACVRL1 ACVRLK1 ALK1	reviewed
O14672	ADA10_HUMAN	ADAM10 KUZ MADM	reviewed
O43184	ADA12_HUMAN	ADAM12 MLTN UNQ346/PRO545	reviewed
P78536	ADA17_HUMAN	ADAM17 CSVP TACE	reviewed
Q9P0K1	ADA22_HUMAN	ADAM22 MDC2	reviewed
Q9UKQ2	ADA28_HUMAN	ADAM28 ADAM23 MDCL	reviewed
Q9UKF5	ADA29_HUMAN	ADAM29	reviewed
Q13443	ADAM9_HUMAN	ADAM9 KIAA0021 MCMP MDC9 MLTNG	reviewed
Q5VUY2	ADCL4_HUMAN	AADACL4	reviewed
Q8NFM4	ADCY4_HUMAN	ADCY4	reviewed
P40145	ADCY8_HUMAN	ADCY8	reviewed
P52594	AGFG1_HUMAN	AGFG1 HRB RAB RIP	reviewed
Q86SQ6	AGRA1_HUMAN	ADGRA1 GPR123 KIAA1828	reviewed
