Entry	Entry name	Gene names	Status
P35318	ADML_HUMAN	ADM AM	reviewed
Q7Z4H4	ADM2_HUMAN	ADM2 AM2	reviewed
P06881	CALCA_HUMAN	CALCA CALC1	reviewed
P10092	CALCB_HUMAN	CALCB CALC2	reviewed
P01258	CALC_HUMAN	CALCA CALC1	reviewed
P06307	CCKN_HUMAN	CCK	reviewed
P10645	CMGA_HUMAN	CHGA	reviewed
P01189	COLI_HUMAN	POMC	reviewed
P06850	CRF_HUMAN	CRH	reviewed
P01350	GAST_HUMAN	GAST GAS	reviewed
Q9UBU3	GHRL_HUMAN	GHRL MTLRP UNQ524/PRO1066	reviewed
P01275	GLUC_HUMAN	GCG	reviewed
P01148	GON1_HUMAN	GNRH1 GNRH GRH LHRH	reviewed
P07492	GRP_HUMAN	GRP	reviewed
O43555	GON2_HUMAN	GNRH2	reviewed
P10997	IAPP_HUMAN	IAPP	reviewed
Q15726	KISS1_HUMAN	KISS1 PP5098	reviewed
P20382	MCH_HUMAN	PMCH MCH	reviewed
P01185	NEU2_HUMAN	AVP ARVP VP	reviewed
P08949	NMB_HUMAN	NMB	reviewed
P01178	NEU1_HUMAN	OXT OT	reviewed
O15130	NPFF_HUMAN	NPFF	reviewed
P01303	NPY_HUMAN	NPY	reviewed
P48645	NMU_HUMAN	NMU	reviewed
Q9HCQ7	NPVF_HUMAN	NPVF C7orf9 RFRP	reviewed
Q5H8A3	NMS_HUMAN	NMS	reviewed
P83859	OX26_HUMAN	QRFP	reviewed
P01298	PAHO_HUMAN	PPY PNP	reviewed
P61366	OSTN_HUMAN	OSTN	reviewed
O43612	OREX_HUMAN	HCRT OX PPORX PPOX	reviewed
P18509	PACA_HUMAN	ADCYAP1	reviewed
P22103	PNEU_HUMAN		reviewed
P81277	PRRP_HUMAN	PRLH PRH	reviewed
P10082	PYY_HUMAN	PYY	reviewed
P09683	SECR_HUMAN	SCT	reviewed
P01286	SLIB_HUMAN	GHRH GHRF	reviewed
Q9BT56	SPXN_HUMAN	SPX C12orf39	reviewed
O94875	SRBS2_HUMAN	SORBS2 ARGBP2 KIAA0777	reviewed
Q86UU9	TKN4_HUMAN	TAC4	reviewed
Q8N2E6	TOR2X_HUMAN	TOR2A HEMBA1005096 PSEC0218	reviewed
Q9UHF0	TKNK_HUMAN	TAC3 NKNB UNQ585/PRO1155	reviewed
P20366	TKN1_HUMAN	TAC1 NKA NKNA TAC2	reviewed
P20396	TRH_HUMAN	TRH	reviewed
Q969E3	UCN3_HUMAN	UCN3 SPC	reviewed
P55089	UCN1_HUMAN	UCN	reviewed
O15240	VGF_HUMAN	VGF	reviewed
P01282	VIP_HUMAN	VIP	reviewed
