Entry	Entry name	Gene names	Status
P29275	AA2BR_HUMAN	ADORA2B	reviewed
P28222	5HT1B_HUMAN	HTR1B HTR1DB	reviewed
P34969	5HT7R_HUMAN	HTR7	reviewed
P41595	5HT2B_HUMAN	HTR2B	reviewed
Q13639	5HT4R_HUMAN	HTR4	reviewed
P0DMS8	AA3R_HUMAN	ADORA3	reviewed
P45844	ABCG1_HUMAN	ABCG1 ABC8 WHT1	reviewed
O95477	ABCA1_HUMAN	ABCA1 ABC1 CERP	reviewed
P43681	ACHA4_HUMAN	CHRNA4 NACRA4	reviewed
P30542	AA1R_HUMAN	ADORA1	reviewed
P08913	ADA2A_HUMAN	ADRA2A ADRA2R ADRAR	reviewed
P35348	ADA1A_HUMAN	ADRA1A ADRA1C	reviewed
P25100	ADA1D_HUMAN	ADRA1D ADRA1A	reviewed
P07550	ADRB2_HUMAN	ADRB2 ADRB2R B2AR	reviewed
P35368	ADA1B_HUMAN	ADRA1B	reviewed
P08588	ADRB1_HUMAN	ADRB1 ADRB1R B1AR	reviewed
P13945	ADRB3_HUMAN	ADRB3 ADRB3R B3AR	reviewed
Q01718	ACTHR_HUMAN	MC2R ACTHR	reviewed
P18089	ADA2B_HUMAN	ADRA2B ADRA2L1 ADRA2RL1	reviewed
P43353	AL3B1_HUMAN	ALDH3B1 ALDH7	reviewed
P24588	AKAP5_HUMAN	AKAP5 AKAP79	reviewed
P30556	AGTR1_HUMAN	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	reviewed
O43687	AKA7A_HUMAN	AKAP7 AKAP15 AKAP18	reviewed
P02647	APOA1_HUMAN	APOA1	reviewed
P10275	ANDR_HUMAN	AR DHTR NR3C4	reviewed
Q3SXY8	AR13B_HUMAN	ARL13B ARL2L1	reviewed
P04114	APOB_HUMAN	APOB	reviewed
Q63HQ0	AP1AR_HUMAN	AP1AR C4orf16 PRO0971	reviewed
P07307	ASGR2_HUMAN	ASGR2 CLEC4H2	reviewed
P07306	ASGR1_HUMAN	ASGR1 CLEC4H1	reviewed
P02730	B3AT_HUMAN	SLC4A1 AE1 DI EPB3	reviewed
P04920	B3A2_HUMAN	SLC4A2 AE2 EPB3L1 HKB3 MPB3L	reviewed
P48751	B3A3_HUMAN	SLC4A3 AE3	reviewed
Q8WXS3	BAALC_HUMAN	BAALC	reviewed
P56817	BACE1_HUMAN	BACE1 BACE KIAA1149	reviewed
P30411	BKRB2_HUMAN	BDKRB2 BKR2	reviewed
Q8WZ55	BSND_HUMAN	BSND BART	reviewed
P46663	BKRB1_HUMAN	BDKRB1 BRADYB1	reviewed
Q9NRR8	C42S1_HUMAN	CDC42SE1 SPEC1	reviewed
P32247	BRS3_HUMAN	BRS3	reviewed
P27824	CALX_HUMAN	CANX	reviewed
A6NGG8	CB071_HUMAN	C2orf71	reviewed
Q9NRR3	C42S2_HUMAN	CDC42SE2 SPEC2	reviewed
O75976	CBPD_HUMAN	CPD	reviewed
P11836	CD20_HUMAN	MS4A1 CD20	reviewed
P01730	CD4_HUMAN	CD4	reviewed
P32238	CCKAR_HUMAN	CCKAR CCKRA	reviewed
Q03135	CAV1_HUMAN	CAV1 CAV	reviewed
P16671	CD36_HUMAN	CD36 GP3B GP4	reviewed
P13569	CFTR_HUMAN	CFTR ABCC7	reviewed
P21926	CD9_HUMAN	CD9 MIC3 TSPAN29 GIG2	reviewed
P08962	CD63_HUMAN	CD63 MLA1 TSPAN30	reviewed
P09564	CD7_HUMAN	CD7	reviewed
P51681	CCR5_HUMAN	CCR5 CMKBR5	reviewed
P48509	CD151_HUMAN	CD151 TSPAN24	reviewed
Q07065	CKAP4_HUMAN	CKAP4	reviewed
Q9UKJ5	CHIC2_HUMAN	CHIC2 BTL	reviewed
Q5VXU3	CHIC1_HUMAN	CHIC1 BRX	reviewed
P21554	CNR1_HUMAN	CNR1 CNR	reviewed
P56746	CLD15_HUMAN	CLDN15	reviewed
Q96DZ5	CLIP3_HUMAN	CLIP3 CLIPR59	reviewed
Q9Y2W7	CSEN_HUMAN	KCNIP3 CSEN DREAM KCHIP3	reviewed
P78310	CXAR_HUMAN	CXADR CAR	reviewed
Q05329	DCE2_HUMAN	GAD2 GAD65	reviewed
Q9UF47	DNJ5B_HUMAN	DNAJC5B	reviewed
Q8N7S2	DNJ5G_HUMAN	DNAJC5G	reviewed
O43323	DHH_HUMAN	DHH	reviewed
P78352	DLG4_HUMAN	DLG4 PSD95	reviewed
Q15700	DLG2_HUMAN	DLG2	reviewed
P21918	DRD5_HUMAN	DRD5 DRD1B DRD1L2	reviewed
Q9H3Z4	DNJC5_HUMAN	DNAJC5 CLN4	reviewed
Q03001	DYST_HUMAN	DST BP230 BP240 BPAG1 DMH DT KIAA0728	reviewed
P43004	EAA2_HUMAN	SLC1A2 EAAT2 GLT1	reviewed
Q9Y2G0	EFR3B_HUMAN	EFR3B KIAA0953	reviewed
P21728	DRD1_HUMAN	DRD1	reviewed
P24530	EDNRB_HUMAN	EDNRB ETRB	reviewed
Q14156	EFR3A_HUMAN	EFR3A KIAA0143	reviewed
Q00013	EM55_HUMAN	MPP1 DXS552E EMP55	reviewed
P49961	ENTP1_HUMAN	ENTPD1 CD39	reviewed
P03372	ESR1_HUMAN	ESR1 ESR NR3A1	reviewed
P06734	FCER2_HUMAN	FCER2 CD23A CLEC4J FCE2 IGEBF	reviewed
P09769	FGR_HUMAN	FGR SRC2	reviewed
Q14254	FLOT2_HUMAN	FLOT2 ESA1 M17S1	reviewed
O60755	GALR3_HUMAN	GALR3 GALNR3	reviewed
P18507	GBRG2_HUMAN	GABRG2	reviewed
P06241	FYN_HUMAN	FYN	reviewed
P32239	GASR_HUMAN	CCKBR CCKRB	reviewed
Q8N1C3	GBRG1_HUMAN	GABRG1	reviewed
P47211	GALR1_HUMAN	GALR1 GALNR GALNR1	reviewed
Q99928	GBRG3_HUMAN	GABRG3	reviewed
Q14344	GNA13_HUMAN	GNA13	reviewed
P63096	GNAI1_HUMAN	GNAI1	reviewed
P08754	GNAI3_HUMAN	GNAI3	reviewed
Q03113	GNA12_HUMAN	GNA12	reviewed
P38405	GNAL_HUMAN	GNAL	reviewed
P09471	GNAO_HUMAN	GNAO1	reviewed
Q99795	GPA33_HUMAN	GPA33	reviewed
P29992	GNA11_HUMAN	GNA11 GA11	reviewed
P50148	GNAQ_HUMAN	GNAQ GAQ	reviewed
P46095	GPR6_HUMAN	GPR6	reviewed
Q7Z2K8	GRIN1_HUMAN	GPRIN1 KIAA1893	reviewed
P63092	GNAS2_HUMAN	GNAS GNAS1 GSP	reviewed
Q7Z5G4	GOGA7_HUMAN	GOLGA7 GCP16 HDCKB03P HSPC041	reviewed
Q9H8Y8	GORS2_HUMAN	GORASP2 GOLPH6	reviewed
P42263	GRIA3_HUMAN	GRIA3 GLUR3 GLURC	reviewed
Q2TAP0	GOG7B_HUMAN	GOLGA7B C10orf132 C10orf133	reviewed
P04899	GNAI2_HUMAN	GNAI2 GNAI2B	reviewed
P19086	GNAZ_HUMAN	GNAZ	reviewed
P46089	GPR3_HUMAN	GPR3 ACCA	reviewed
P47775	GPR12_HUMAN	GPR12	reviewed
P48058	GRIA4_HUMAN	GRIA4 GLUR4	reviewed
P42261	GRIA1_HUMAN	GRIA1 GLUH1 GLUR1	reviewed
P42262	GRIA2_HUMAN	GRIA2 GLUR2	reviewed
P43250	GRK6_HUMAN	GRK6 GPRK6	reviewed
P30550	GRPR_HUMAN	GRPR	reviewed
P32298	GRK4_HUMAN	GRK4 GPRK2L GPRK4	reviewed
Q5VTY9	HHAT_HUMAN	HHAT MART2 SKI1	reviewed
P08631	HCK_HUMAN	HCK	reviewed
P25021	HRH2_HUMAN	HRH2	reviewed
P13164	IFM1_HUMAN	IFITM1 CD225 IFI17	reviewed
Q14642	I5P1_HUMAN	INPP5A	reviewed
A6NMD0	IFM10_HUMAN	IFITM10	reviewed
Q01629	IFM2_HUMAN	IFITM2	reviewed
A6NNB3	IFM5_HUMAN	IFITM5	reviewed
P17181	INAR1_HUMAN	IFNAR1 IFNAR	reviewed
